shipment_id,origin_location,origin_lat,origin_lon,destination_location,destination_lat,destination_lon,shipment_date,shipment_mode,weight_kg,freight_cost_usd,estimated_arrival," ""Result""",conflict_type,conflict_severity,conflict_date,conflict_region,weather_location,weather_range,weather_azimuth,origin_location_encoded,destination_location_encoded,conflict_severity_encoded,region_Ethiopia,region_India,region_Myanmar,region_Nigeria,region_Pakistan,region_South Sudan,region_Ukraine,mode_Air,mode_Land,mode_Sea,conflict_type_encoded,weather_azimuth_angle,weather_azimuth_sin,weather_azimuth_cos,weather_location_encoded,shipment_day,shipment_month,shipment_year,shipment_weekday,shipping_duration_days,arrival_day,arrival_month,arrival_year,arrival_weekday
756,WHITE SULPHUR SPGS,32.0295,-94.36,HERMITAGE,34.28,-85.04,2024-07-01,Land,4050,6623.08,2024-07-29,,Civil Unrest,Low,2024-06-29,Ethiopia,BRICE,3.61,WSW,178,178,0,True,False,False,False,False,False,False,False,True,False,3,247.5,-0.9238795325,-0.3826834324,1,1,7,2024,0,28,29,7,2024,0
3266,STATE LINE,32.5622,-97.3181,EAST TULARE VILLA,36.2114,-119.2326,2023-03-01,Land,8882,1619.54,2023-03-11,,Riots,Low,2023-02-19,Ethiopia,LAKE DALLAS,0.0,N,245,245,0,True,False,False,False,False,False,False,False,True,False,2,0.0,0.0,1.0,4,1,3,2023,2,10,11,3,2023,5
2734,(DDC)DODGE CITY ARPT,33.18,-96.76,FORDLAND,37.2138,-92.9269,2023-03-01,Air,3181,2438.98,2023-03-25,,Riots,Low,2023-02-19,Ethiopia,TIOGA,0.0,N,246,246,0,True,False,False,False,False,False,False,True,False,False,2,0.0,0.0,1.0,28,1,3,2023,2,24,25,3,2023,5
4793,POCATELLO,36.06,-84.31,KEMP MILL,39.0159,-77.0177,2023-09-01,Sea,3054,3884.5,2023-09-04,,Political Protest,Moderate,2023-08-30,India,FRANKLIN,1.78,SE,35,35,1,False,True,False,False,False,False,False,False,False,True,0,135.0,0.7071067812,-0.7071067812,5,1,9,2023,4,3,4,9,2023,0
3829,SANDY BANK,37.38,-77.1182,OHIOVILLE,41.7326,-74.0645,2024-08-01,Air,3642,1554.96,2024-08-08,,Political Protest,Low,2024-08-01,India,LIBERIA,3.25,SW,630,630,0,False,True,False,False,False,False,False,True,False,False,0,225.0,-0.7071067812,-0.7071067812,3,1,8,2024,3,7,8,8,2024,3
1541,(MRB)SHEPHERD FLD MR,37.9478,-94.9513,CABLETON,42.41,-86.24,2024-08-01,Air,2982,5459.12,2024-08-08,,Strike,Low,2024-08-06,India,BURLINGAME,3.03,ESE,82,82,0,False,True,False,False,False,False,False,True,False,False,1,112.5,0.9238795325,-0.3826834324,4,1,8,2024,3,7,8,8,2024,3
2432,PEHRSON STATION,34.1735,-96.6424,CLINTONVILLE,31.41,-85.91,2023-03-01,Air,3304,5924.85,2023-03-16,,Riots,Low,2023-02-19,Ethiopia,TIOGA,0.0,N,226,226,0,True,False,False,False,False,False,False,True,False,False,2,0.0,0.0,1.0,28,1,3,2023,2,15,16,3,2023,3
2936,PIKE,34.86,-81.89,ARTHURTOWN,33.9735,-81.0157,2024-09-01,Air,7718,2871.24,2024-09-18,,Strike,High,2024-08-24,Ethiopia,FAIR GARDEN,0.0,SW,273,273,2,True,False,False,False,False,False,False,True,False,False,1,225.0,-0.7071067812,-0.7071067812,3,1,9,2024,6,17,18,9,2024,2
2339,NEW VICTORY,36.3858,-78.7444,MARICAO,18.1501,-66.9489,2024-08-01,Sea,1873,4355.59,2024-08-06,,Political Protest,Low,2024-08-01,India,RICHMOND,5.3,SSE,654,654,0,False,True,False,False,False,False,False,False,False,True,0,157.5,0.3826834324,-0.9238795325,54,1,8,2024,3,5,6,8,2024,1
1112,CHEF MENTEUR,32.5443,-94.1547,SACRAMENTO,38.548,-121.4721,2023-03-01,Sea,7191,8593.4,2023-03-19,,Riots,Low,2023-02-19,Ethiopia,HUFFINS,1.82,SSE,144,144,0,True,False,False,False,False,False,False,False,False,True,2,157.5,0.3826834324,-0.9238795325,2,1,3,2023,2,18,19,3,2023,6
2371,HARGIS,36.487,-92.97,RICHMOND,37.5996,-77.4659,2023-07-01,Land,3880,9893.59,2023-07-08,,Riots,Critical,2023-07-11,India,ROLAND,0.0,N,70,70,3,False,True,False,False,False,False,False,False,True,False,2,0.0,0.0,1.0,1,1,7,2023,5,7,8,7,2023,5
2734,(DDC)DODGE CITY ARPT,33.18,-96.76,FORDLAND,37.2138,-92.9269,2023-03-01,Air,3181,2438.98,2023-03-25,,Riots,Low,2023-02-19,Ethiopia,LAWRENCE,0.69,N,246,246,0,True,False,False,False,False,False,False,True,False,False,2,0.0,0.0,1.0,4,1,3,2023,2,24,25,3,2023,5
1056,SCIOTA,39.16,-83.2133,REEDLEY AIRPORT,36.6595,-119.4555,2023-01-01,Sea,4063,7382.52,2023-01-15,,Strike,High,2023-01-07,Nigeria,LITTLE,0.38,NE,221,221,2,False,False,False,True,False,False,False,False,False,True,1,45.0,0.7071067812,0.7071067812,66,1,1,2023,6,14,15,1,2023,6
2339,NEW VICTORY,36.3858,-78.7444,MARICAO,18.1501,-66.9489,2024-08-01,Sea,1873,4355.59,2024-08-06,,Political Protest,Low,2024-08-01,India,ORGAINVILLE,2.52,NE,654,654,0,False,True,False,False,False,False,False,False,False,True,0,45.0,0.7071067812,0.7071067812,20,1,8,2024,3,5,6,8,2024,1
4108,CABAZON,38.4697,-94.51,EMMITSBURG,39.7046,-77.3256,2023-09-01,Air,6578,4711.48,2023-09-10,,Armed Conflict,Moderate,2023-09-10,India,NETAWAKA,3.62,SSW,73,73,1,False,True,False,False,False,False,False,True,False,False,5,202.5,-0.3826834324,-0.9238795325,4,1,9,2023,4,9,10,9,2023,6
3285,COTTON GIN,38.7128,-80.4096,CORONA,33.87,-117.58,2023-01-01,Sea,1325,3732.88,2023-01-12,,Strike,High,2023-01-07,Nigeria,CARPENTER,2.03,NE,85,85,2,False,False,False,True,False,False,False,False,False,True,1,45.0,0.7071067812,0.7071067812,14,1,1,2023,6,11,12,1,2023,3
2432,PEHRSON STATION,34.1735,-96.6424,CLINTONVILLE,31.41,-85.91,2023-03-01,Air,3304,5924.85,2023-03-16,,Riots,Low,2023-02-19,Ethiopia,SEMINARY HILL,2.23,NW,226,226,0,True,False,False,False,False,False,False,True,False,False,2,315.0,-0.7071067812,0.7071067812,4,1,3,2023,2,15,16,3,2023,3
3829,SANDY BANK,37.38,-77.1182,OHIOVILLE,41.7326,-74.0645,2024-08-01,Air,3642,1554.96,2024-08-08,,Political Protest,Low,2024-08-01,India,ALDIE,0.34,W,630,630,0,False,True,False,False,False,False,False,True,False,False,0,270.0,-1.0,-1.836970199e-16,4,1,8,2024,3,7,8,8,2024,3
1425,RANSOM,39.29,-78.99,STEUBENVILLE,40.36,-80.62,2024-08-01,Air,7173,9387.04,2024-08-13,,Political Protest,Low,2024-08-01,India,BRUCETON,0.91,NW,517,517,0,False,True,False,False,False,False,False,True,False,False,0,315.0,-0.7071067812,0.7071067812,5,1,8,2024,3,12,13,8,2024,1
3266,STATE LINE,32.5622,-97.3181,EAST TULARE VILLA,36.2114,-119.2326,2023-03-01,Land,8882,1619.54,2023-03-11,,Riots,Low,2023-02-19,Ethiopia,JUSTIN,1.44,S,245,245,0,True,False,False,False,False,False,False,False,True,False,2,180.0,1.224646799e-16,-1.0,27,1,3,2023,2,10,11,3,2023,5
989,HIGDEN,34.07,-81.04,FAIRLAND,36.75,-94.85,2023-07-01,Air,7391,8228.1,2023-07-22,,Border Skirmish,Critical,2023-07-09,Ukraine,LAKE LURE,0.85,E,323,323,3,False,False,False,False,False,False,True,True,False,False,4,90.0,1.0,6.123233996e-17,8,1,7,2023,5,21,22,7,2023,5
3199,LIVINGSTON,34.2435,-81.32,KEARNEY,40.6752,-99.1085,2023-07-01,Sea,1006,9620.61,2023-07-16,,Border Skirmish,Critical,2023-07-09,Ukraine,STALLINGS,2.07,S,329,329,3,False,False,False,False,False,False,True,False,False,True,4,180.0,1.224646799e-16,-1.0,4,1,7,2023,5,15,16,7,2023,6
1848,BRIDGEPORT,38.43,-80.48,ZION,37.97,-78.22,2024-08-01,Land,4597,237.51,2024-08-09,,Political Protest,Low,2024-08-01,India,ROMNEY,0.4,SW,204,204,0,False,True,False,False,False,False,False,False,True,False,0,225.0,-0.7071067812,-0.7071067812,4,1,8,2024,3,8,9,8,2024,4
2734,(DDC)DODGE CITY ARPT,33.18,-96.76,FORDLAND,37.2138,-92.9269,2023-03-01,Air,3181,2438.98,2023-03-25,,Riots,Low,2023-02-19,Ethiopia,LAKE PAT CLEBURNE,0.42,ESE,246,246,0,True,False,False,False,False,False,False,True,False,False,2,112.5,0.9238795325,-0.3826834324,6,1,3,2023,2,24,25,3,2023,5
2936,PIKE,34.86,-81.89,ARTHURTOWN,33.9735,-81.0157,2024-09-01,Air,7718,2871.24,2024-09-18,,Strike,High,2024-08-24,Ethiopia,PIGEON FORGE,8.0,SE,273,273,2,True,False,False,False,False,False,False,True,False,False,1,135.0,0.7071067812,-0.7071067812,19,1,9,2024,6,17,18,9,2024,2
737,BROOKLYN,37.52,-78.9286,FT DETRICK,39.4177,-77.3995,2024-08-01,Air,5346,626.95,2024-08-12,,Political Protest,Low,2024-08-01,India,YOUNGSVILLE,0.16,SSW,557,557,0,False,True,False,False,False,False,False,True,False,False,0,202.5,-0.3826834324,-0.9238795325,40,1,8,2024,3,11,12,8,2024,0
4213,REXBURG MDSN CO ARPT,36.18,-94.7089,ARTESIAN,33.2805,-92.4301,2023-04-01,Sea,6330,6707.05,2023-04-27,,Political Protest,High,2023-04-08,Pakistan,RIVERTON,0.55,W,169,169,2,False,False,False,False,True,False,False,False,False,True,0,270.0,-1.0,-1.836970199e-16,3,1,4,2023,5,26,27,4,2023,3
4560,RICHFIELD,38.506,-81.8128,SHILLING,36.3448,-119.9788,2023-01-01,Sea,4177,6274.3,2023-01-10,,Strike,High,2023-01-07,Nigeria,MACKSBURG,0.6,E,145,145,2,False,False,False,True,False,False,False,False,False,True,1,90.0,1.0,6.123233996e-17,80,1,1,2023,6,9,10,1,2023,1
2354,THE GLEN,36.9781,-95.33,THOMPSON,38.97,-109.72,2024-08-01,Air,583,7881.55,2024-08-20,,Strike,Low,2024-08-06,India,SOUTH FT SMITH,1.44,N,96,96,0,False,True,False,False,False,False,False,True,False,False,1,0.0,0.0,1.0,2,1,8,2024,3,19,20,8,2024,1
3486,FEDERAL,35.9444,-87.23,JENKINJONES,37.2951,-81.4218,2023-09-01,Sea,8720,536.69,2023-09-06,,Riots,Low,2023-09-06,India,MURFREESBORO ARPT,0.17,ESE,42,42,0,False,True,False,False,False,False,False,False,False,True,2,112.5,0.9238795325,-0.3826834324,3,1,9,2023,4,5,6,9,2023,2
737,BROOKLYN,37.52,-78.9286,FT DETRICK,39.4177,-77.3995,2024-08-01,Air,5346,626.95,2024-08-12,,Political Protest,Low,2024-08-01,India,FREE UNION,2.53,SSE,557,557,0,False,True,False,False,False,False,False,True,False,False,0,157.5,0.3826834324,-0.9238795325,84,1,8,2024,3,11,12,8,2024,0
380,GANSEVOORT,32.3305,-82.936,FOLLY BEACH C-MAN (FBIS1),32.5425,-79.6639,2023-07-01,Air,8684,7706.32,2023-07-17,,Border Skirmish,Critical,2023-07-09,Ukraine,ZEIGLER,3.11,SE,199,199,3,False,False,False,False,False,False,True,True,False,False,4,135.0,0.7071067812,-0.7071067812,8,1,7,2023,5,16,17,7,2023,0
737,BROOKLYN,37.52,-78.9286,FT DETRICK,39.4177,-77.3995,2024-08-01,Air,5346,626.95,2024-08-12,,Political Protest,Low,2024-08-01,India,PARK VIEW,0.82,ENE,557,557,0,False,True,False,False,False,False,False,True,False,False,0,67.5,0.9238795325,0.3826834324,7,1,8,2024,3,11,12,8,2024,0
3829,SANDY BANK,37.38,-77.1182,OHIOVILLE,41.7326,-74.0645,2024-08-01,Air,3642,1554.96,2024-08-08,,Political Protest,Low,2024-08-01,India,AMBAR,1.25,ESE,630,630,0,False,True,False,False,False,False,False,True,False,False,0,112.5,0.9238795325,-0.3826834324,4,1,8,2024,3,7,8,8,2024,3
164,SOMERSET,38.688,-77.02,DICKSON,38.29,-82.48,2024-08-01,Land,4102,3920.69,2024-08-15,,Political Protest,Low,2024-08-01,India,ELLISVILLE,1.21,N,774,774,0,False,True,False,False,False,False,False,False,True,False,0,0.0,0.0,1.0,40,1,8,2024,3,14,15,8,2024,3
2936,PIKE,34.86,-81.89,ARTHURTOWN,33.9735,-81.0157,2024-09-01,Air,7718,2871.24,2024-09-18,,Strike,High,2024-08-24,Ethiopia,PIGEON FORGE,8.0,NE,273,273,2,True,False,False,False,False,False,False,True,False,False,1,45.0,0.7071067812,0.7071067812,19,1,9,2024,6,17,18,9,2024,2
1425,RANSOM,39.29,-78.99,STEUBENVILLE,40.36,-80.62,2024-08-01,Air,7173,9387.04,2024-08-13,,Political Protest,Low,2024-08-01,India,OGLE,0.44,NE,517,517,0,False,True,False,False,False,False,False,True,False,False,0,45.0,0.7071067812,0.7071067812,4,1,8,2024,3,12,13,8,2024,1
3872,HOOKER,36.5945,-93.02,ST ANTHONY,43.97,-111.6398,2024-08-01,Land,7576,9220.58,2024-08-08,,Strike,Low,2024-08-06,India,SOUTH FT SMITH,1.44,N,70,70,0,False,True,False,False,False,False,False,False,True,False,1,0.0,0.0,1.0,2,1,8,2024,3,7,8,8,2024,3
2936,PIKE,34.86,-81.89,ARTHURTOWN,33.9735,-81.0157,2024-09-01,Air,7718,2871.24,2024-09-18,,Strike,High,2024-08-24,Ethiopia,COVE CREEK,2.0,SW,273,273,2,True,False,False,False,False,False,False,True,False,False,1,225.0,-0.7071067812,-0.7071067812,2,1,9,2024,6,17,18,9,2024,2
804,DOVER,37.162,-79.78,BURNING SPGS,37.2366,-83.7883,2024-09-01,Sea,7062,6615.93,2024-09-12,,Strike,High,2024-08-24,Ethiopia,BRAND,0.83,SW,327,327,2,True,False,False,False,False,False,False,False,False,True,1,225.0,-0.7071067812,-0.7071067812,22,1,9,2024,6,11,12,9,2024,3
3764,RED SHIRT,37.8102,-82.1347,MINDEN,32.1023,-94.7119,2023-01-01,Land,1147,2567.44,2023-01-15,,Strike,High,2023-01-07,Nigeria,LADD,1.57,E,120,120,2,False,False,False,True,False,False,False,False,True,False,1,90.0,1.0,6.123233996e-17,28,1,1,2023,6,14,15,1,2023,6
3831,(CPR)NATRONA CO ARPT,36.805,-94.5238,ROBERTSON FORK,35.3022,-86.9512,2023-02-01,Sea,6104,1474.84,2023-02-18,,Border Skirmish,Low,2023-01-23,Pakistan,SPRINGDALE,2.42,WNW,163,163,0,False,False,False,False,True,False,False,False,False,True,4,292.5,-0.9238795325,0.3826834324,12,1,2,2023,2,17,18,2,2023,5
756,WHITE SULPHUR SPGS,32.0295,-94.36,HERMITAGE,34.28,-85.04,2024-07-01,Land,4050,6623.08,2024-07-29,,Civil Unrest,Low,2024-06-29,Ethiopia,DONOVAN,6.28,E,178,178,0,True,False,False,False,False,False,False,False,True,False,3,90.0,1.0,6.123233996e-17,6,1,7,2024,0,28,29,7,2024,0
1425,RANSOM,39.29,-78.99,STEUBENVILLE,40.36,-80.62,2024-08-01,Air,7173,9387.04,2024-08-13,,Political Protest,Low,2024-08-01,India,MILLDALE,2.54,E,517,517,0,False,True,False,False,False,False,False,True,False,False,0,90.0,1.0,6.123233996e-17,20,1,8,2024,3,12,13,8,2024,1
2987,PURRYSBURG,37.2902,-91.18,PRINCETON,32.5758,-93.5152,2023-07-01,Sea,4801,9453.09,2023-07-30,,Riots,Critical,2023-07-11,India,SCOTT CITY,3.0,WSW,103,103,3,False,True,False,False,False,False,False,False,False,True,2,247.5,-0.9238795325,-0.3826834324,9,1,7,2023,5,29,30,7,2023,6
737,BROOKLYN,37.52,-78.9286,FT DETRICK,39.4177,-77.3995,2024-08-01,Air,5346,626.95,2024-08-12,,Political Protest,Low,2024-08-01,India,FRANKLINTON,2.54,SW,557,557,0,False,True,False,False,False,False,False,True,False,False,0,225.0,-0.7071067812,-0.7071067812,48,1,8,2024,3,11,12,8,2024,0
4478,LOWMAN,32.9773,-81.7213,BROMMERSTOWN,40.61,-76.17,2023-07-01,Air,4024,8232.89,2023-07-05,,Border Skirmish,Critical,2023-07-09,Ukraine,WILLISTON,0.58,E,242,242,3,False,False,False,False,False,False,True,True,False,False,4,90.0,1.0,6.123233996e-17,6,1,7,2023,5,4,5,7,2023,2
987,ALLENTON,34.08,-81.9914,BERNHARTS,40.3712,-75.9253,2023-07-01,Air,2455,858.15,2023-07-29,,Border Skirmish,Critical,2023-07-09,Ukraine,MARTINEZ,2.21,SW,299,299,3,False,False,False,False,False,False,True,True,False,False,4,225.0,-0.7071067812,-0.7071067812,14,1,7,2023,5,28,29,7,2023,5
2936,PIKE,34.86,-81.89,ARTHURTOWN,33.9735,-81.0157,2024-09-01,Air,7718,2871.24,2024-09-18,,Strike,High,2024-08-24,Ethiopia,FOREST ACRES,1.19,SE,273,273,2,True,False,False,False,False,False,False,True,False,False,1,135.0,0.7071067812,-0.7071067812,44,1,9,2024,6,17,18,9,2024,2
2071,(PNE)NE ARPT PHILADE,37.39,-91.2426,CADILLAC WEXFORD ARP,44.26,-85.43,2023-07-01,Sea,3954,5273.1,2023-07-23,,Riots,Critical,2023-07-11,India,ANNA,0.0,E,87,87,3,False,True,False,False,False,False,False,False,False,True,2,90.0,1.0,6.123233996e-17,4,1,7,2023,5,22,23,7,2023,6
2933,ZION LODGE,25.5783,-80.62,WINTERSVILLE,40.39,-80.7,2024-08-01,Sea,5179,8269.66,2024-08-20,,Armed Conflict,Moderate,2024-08-10,Pakistan,ALLIGATOR REEF LIGHT,0.0,N,29,29,1,False,False,False,False,True,False,False,False,False,True,5,0.0,0.0,1.0,4,1,8,2024,3,19,20,8,2024,1
380,GANSEVOORT,32.3305,-82.936,FOLLY BEACH C-MAN (FBIS1),32.5425,-79.6639,2023-07-01,Air,8684,7706.32,2023-07-17,,Border Skirmish,Critical,2023-07-09,Ukraine,PRENTISS,6.26,NNE,199,199,3,False,False,False,False,False,False,True,True,False,False,4,22.5,0.3826834324,0.9238795325,6,1,7,2023,5,16,17,7,2023,0
326,HOAG,38.42,-81.1764,CAMDEN,33.5852,-92.8357,2023-01-01,Air,9733,6142.83,2023-01-08,,Strike,High,2023-01-07,Nigeria,ELBA,1.35,WNW,113,113,2,False,False,False,True,False,False,False,True,False,False,1,292.5,-0.9238795325,0.3826834324,32,1,1,2023,6,7,8,1,2023,6
1541,(MRB)SHEPHERD FLD MR,37.9478,-94.9513,CABLETON,42.41,-86.24,2024-08-01,Air,2982,5459.12,2024-08-08,,Strike,Low,2024-08-06,India,EMPORIA,1.46,ESE,82,82,0,False,True,False,False,False,False,False,True,False,False,1,112.5,0.9238795325,-0.3826834324,24,1,8,2024,3,7,8,8,2024,3
4825,PANA,39.3505,-93.3,PRESTON,42.55,-75.6,2023-08-01,Land,8029,9202.42,2023-08-13,,Political Protest,Low,2023-07-24,Myanmar,SOUTH LEE,1.14,SE,60,60,0,False,False,True,False,False,False,False,False,True,False,0,135.0,0.7071067812,-0.7071067812,10,1,8,2023,1,12,13,8,2023,6
989,HIGDEN,34.07,-81.04,FAIRLAND,36.75,-94.85,2023-07-01,Air,7391,8228.1,2023-07-22,,Border Skirmish,Critical,2023-07-09,Ukraine,WALTERBORO MUNI ARPT,0.69,N,323,323,3,False,False,False,False,False,False,True,True,False,False,4,0.0,0.0,1.0,15,1,7,2023,5,21,22,7,2023,5
1056,SCIOTA,39.16,-83.2133,REEDLEY AIRPORT,36.6595,-119.4555,2023-01-01,Sea,4063,7382.52,2023-01-15,,Strike,High,2023-01-07,Nigeria,LYNN,1.59,W,221,221,2,False,False,False,True,False,False,False,False,False,True,1,270.0,-1.0,-1.836970199e-16,1,1,1,2023,6,14,15,1,2023,6
2805,NOBLES XRDS,33.61,-97.938,WOODRUFF,39.7775,-80.5424,2024-04-01,Air,8249,1627.46,2024-04-14,,Political Protest,Moderate,2024-04-09,Ethiopia,ROANOKE VLY ARPT,2.76,S,186,186,1,True,False,False,False,False,False,False,True,False,False,0,180.0,1.224646799e-16,-1.0,13,1,4,2024,0,13,14,4,2024,6
1016,CHETEK,38.69,-79.771,UKIAH,39.1529,-123.1917,2023-01-01,Air,3421,904.95,2023-01-18,,Strike,High,2023-01-07,Nigeria,FLAG,1.57,SSE,71,71,2,False,False,False,True,False,False,False,True,False,False,1,157.5,0.3826834324,-0.9238795325,16,1,1,2023,6,17,18,1,2023,2
4024,ADAMANA,38.7562,-93.36,PAGE WAHWEAP ARPT,36.97,-111.6508,2024-08-01,Land,7846,8289.61,2024-08-13,,Strike,Low,2024-08-06,India,HALF MOUND,1.94,SW,36,36,0,False,True,False,False,False,False,False,False,True,False,1,225.0,-0.7071067812,-0.7071067812,4,1,8,2024,3,12,13,8,2024,1
1710,INDIANAPOLIS INTL AR,34.36,-81.0063,CAIRO,37.0062,-89.1679,2023-07-01,Air,785,9946.65,2023-07-19,,Border Skirmish,Critical,2023-07-09,Ukraine,PEA RIDGE,2.66,NNW,329,329,3,False,False,False,False,False,False,True,True,False,False,4,337.5,-0.3826834324,0.9238795325,7,1,7,2023,5,18,19,7,2023,2
2432,PEHRSON STATION,34.1735,-96.6424,CLINTONVILLE,31.41,-85.91,2023-03-01,Air,3304,5924.85,2023-03-16,,Riots,Low,2023-02-19,Ethiopia,GUNTER,0.33,SE,226,226,0,True,False,False,False,False,False,False,True,False,False,2,135.0,0.7071067812,-0.7071067812,48,1,3,2023,2,15,16,3,2023,3
2488,MT AIRY,32.8098,-89.3178,MT HOPE,37.8886,-81.1734,2025-02-01,Sea,8321,712.61,2025-02-25,,Riots,Critical,2025-02-02,Myanmar,COKER,1.32,NNE,34,34,3,False,False,True,False,False,False,False,False,False,True,2,22.5,0.3826834324,0.9238795325,2,1,2,2025,5,24,25,2,2025,1
3199,LIVINGSTON,34.2435,-81.32,KEARNEY,40.6752,-99.1085,2023-07-01,Sea,1006,9620.61,2023-07-16,,Border Skirmish,Critical,2023-07-09,Ukraine,VALENTINE,0.9,SE,329,329,3,False,False,False,False,False,False,True,False,False,True,4,135.0,0.7071067812,-0.7071067812,6,1,7,2023,5,15,16,7,2023,6
4801,COALMONT,32.327,-96.13,GIRVAN,40.4904,-122.394,2023-03-01,Land,9731,812.61,2023-03-21,,Riots,Low,2023-02-19,Ethiopia,TERRELL,0.69,N,263,263,0,True,False,False,False,False,False,False,False,True,False,2,0.0,0.0,1.0,13,1,3,2023,2,20,21,3,2023,1
3236,AURORA CHERRY CREEK,37.7803,-93.11,FAITH,44.98,-102.21,2023-08-01,Sea,2561,7459.89,2023-08-04,,Political Protest,Low,2023-07-24,Myanmar,HUNTSVILLE,0.75,NW,30,30,0,False,False,True,False,False,False,False,False,False,True,0,315.0,-0.7071067812,0.7071067812,10,1,8,2023,1,3,4,8,2023,4
4069,MIDLAND,37.7782,-91.3927,NORTH SLIDELL,30.29,-89.76,2024-12-01,Land,98,4804.11,2024-12-17,,Civil Unrest,Critical,2024-12-10,South Sudan,SAFE,0.19,NW,346,69,3,False,False,False,False,False,True,False,False,True,False,3,315.0,-0.7071067812,0.7071067812,4,1,12,2024,6,16,17,12,2024,1
2339,NEW VICTORY,36.3858,-78.7444,MARICAO,18.1501,-66.9489,2024-08-01,Sea,1873,4355.59,2024-08-06,,Political Protest,Low,2024-08-01,India,OSCEOLA,2.12,SW,654,654,0,False,True,False,False,False,False,False,False,False,True,0,225.0,-0.7071067812,-0.7071067812,4,1,8,2024,3,5,6,8,2024,1
1710,INDIANAPOLIS INTL AR,34.36,-81.0063,CAIRO,37.0062,-89.1679,2023-07-01,Air,785,9946.65,2023-07-19,,Border Skirmish,Critical,2023-07-09,Ukraine,BADHAM,0.9,NW,329,329,3,False,False,False,False,False,False,True,True,False,False,4,315.0,-0.7071067812,0.7071067812,10,1,7,2023,5,18,19,7,2023,2
3829,SANDY BANK,37.38,-77.1182,OHIOVILLE,41.7326,-74.0645,2024-08-01,Air,3642,1554.96,2024-08-08,,Political Protest,Low,2024-08-01,India,ROSLYN HILLS,0.55,W,630,630,0,False,True,False,False,False,False,False,True,False,False,0,270.0,-1.0,-1.836970199e-16,12,1,8,2024,3,7,8,8,2024,3
1710,INDIANAPOLIS INTL AR,34.36,-81.0063,CAIRO,37.0062,-89.1679,2023-07-01,Air,785,9946.65,2023-07-19,,Border Skirmish,Critical,2023-07-09,Ukraine,MARION,0.57,E,329,329,3,False,False,False,False,False,False,True,True,False,False,4,90.0,1.0,6.123233996e-17,23,1,7,2023,5,18,19,7,2023,2
3626,FRIANT,38.71,-81.927,SPRING HILL,32.2431,-92.6265,2023-01-01,Sea,1457,4801.42,2023-01-26,,Strike,High,2023-01-07,Nigeria,LANGSVILLE,1.93,SSW,158,158,2,False,False,False,True,False,False,False,False,False,True,1,202.5,-0.3826834324,-0.9238795325,15,1,1,2023,6,25,26,1,2023,3
804,DOVER,37.162,-79.78,BURNING SPGS,37.2366,-83.7883,2024-09-01,Sea,7062,6615.93,2024-09-12,,Strike,High,2024-08-24,Ethiopia,BRAND,1.04,WSW,327,327,2,True,False,False,False,False,False,False,False,False,True,1,247.5,-0.9238795325,-0.3826834324,22,1,9,2024,6,11,12,9,2024,3
4306,RONDOUT,39.9006,-94.0259,BIG OTTER,38.5956,-81.0543,2023-08-01,Air,8253,692.1,2023-08-16,,Political Protest,Low,2023-07-24,Myanmar,TRENTON,6.0,SW,51,51,0,False,False,True,False,False,False,False,True,False,False,0,225.0,-0.7071067812,-0.7071067812,10,1,8,2023,1,15,16,8,2023,2
3829,SANDY BANK,37.38,-77.1182,OHIOVILLE,41.7326,-74.0645,2024-08-01,Air,3642,1554.96,2024-08-08,,Political Protest,Low,2024-08-01,India,SUNNYBANK,1.78,ENE,630,630,0,False,True,False,False,False,False,False,True,False,False,0,67.5,0.9238795325,0.3826834324,2,1,8,2024,3,7,8,8,2024,3
164,SOMERSET,38.688,-77.02,DICKSON,38.29,-82.48,2024-08-01,Land,4102,3920.69,2024-08-15,,Political Protest,Low,2024-08-01,India,QUIOCCASIN,0.88,SW,774,774,0,False,True,False,False,False,False,False,False,True,False,0,225.0,-0.7071067812,-0.7071067812,12,1,8,2024,3,14,15,8,2024,3
2169,BREAKS,39.2692,-93.26,RIVERSIDE,42.1486,-77.0802,2023-08-01,Land,7802,7311.92,2023-08-14,,Political Protest,Low,2023-07-24,Myanmar,MILTON,0.78,SSW,57,57,0,False,False,True,False,False,False,False,False,True,False,0,202.5,-0.3826834324,-0.9238795325,8,1,8,2023,1,13,14,8,2023,0
2936,PIKE,34.86,-81.89,ARTHURTOWN,33.9735,-81.0157,2024-09-01,Air,7718,2871.24,2024-09-18,,Strike,High,2024-08-24,Ethiopia,EMBREEVILLE,3.0,NNE,273,273,2,True,False,False,False,False,False,False,True,False,False,1,22.5,0.3826834324,0.9238795325,20,1,9,2024,6,17,18,9,2024,2
4108,CABAZON,38.4697,-94.51,EMMITSBURG,39.7046,-77.3256,2023-09-01,Air,6578,4711.48,2023-09-10,,Armed Conflict,Moderate,2023-09-10,India,STRONG CITY,7.9,NNE,73,73,1,False,True,False,False,False,False,False,True,False,False,5,22.5,0.3826834324,0.9238795325,4,1,9,2023,4,9,10,9,2023,6
2987,PURRYSBURG,37.2902,-91.18,PRINCETON,32.5758,-93.5152,2023-07-01,Sea,4801,9453.09,2023-07-30,,Riots,Critical,2023-07-11,India,MILL CREEK,3.0,NNW,103,103,3,False,True,False,False,False,False,False,False,False,True,2,337.5,-0.3826834324,0.9238795325,4,1,7,2023,5,29,30,7,2023,6
